MODE,FREQUENCY,MODAL MASS,KENE,X-DIR,RATIO%,Y-DIR,RATIO%,Z-DIR,RATIO%
631,3573.,0.1928E-03,0.4858E+05,0.000,0.00,0.000,0.00,0.000,0.00
632,3576.,0.1947E-03,0.4916E+05,0.000,0.00,0.000,0.00,0.000,0.00
633,3577.,0.1655E-03,0.4181E+05,0.000,0.00,0.000,0.00,0.000,0.00
634,3588.,0.1473E-03,0.3744E+05,0.000,0.00,0.000,0.00,0.000,0.00
635,3594.,0.8580E-04,0.2188E+05,0.000,0.00,0.000,0.00,0.000,0.00
636,3599.,0.8474E-04,0.2167E+05,0.000,0.00,0.000,0.00,0.000,0.00
637,3603.,0.1686E-03,0.4321E+05,0.000,0.00,0.000,0.00,0.000,0.00
638,3619.,0.5538E-04,0.1431E+05,0.000,0.00,0.000,0.00,0.000,0.00
639,3627.,0.9943E-03,0.2582E+06,0.000,0.00,0.000,0.00,0.000,0.00
640,3629.,0.1310E-03,0.3406E+05,0.000,0.00,0.000,0.00,0.000,0.00
641,3637.,0.1424E-03,0.3720E+05,0.000,0.00,0.000,0.00,0.000,0.00
642,3642.,0.5785E-03,0.1515E+06,0.000,0.00,0.000,0.00,0.000,0.00
643,3654.,0.3809E-03,0.1004E+06,0.000,0.00,0.000,0.00,0.000,0.00
644,3660.,0.2055E-03,0.5436E+05,0.000,0.00,0.000,0.00,0.000,0.00
645,3666.,0.7904E-04,0.2097E+05,0.000,0.00,0.000,0.00,0.000,0.00
646,3676.,0.2564E-03,0.6839E+05,0.000,0.00,0.000,0.00,0.000,0.00
647,3682.,0.3406E-03,0.9113E+05,0.000,0.00,0.000,0.00,0.000,0.00
648,3699.,0.2853E-03,0.7703E+05,0.000,0.00,0.000,0.00,0.000,0.00
649,3703.,0.1397E-03,0.3780E+05,0.000,0.00,0.000,0.00,0.000,0.00
650,3715.,0.1437E-02,0.3915E+06,0.000,0.00,0.000,0.00,0.000,0.00
651,3723.,0.1381E-03,0.3778E+05,0.000,0.00,0.000,0.00,0.000,0.00
652,3725.,0.6841E-03,0.1873E+06,0.000,0.00,0.000,0.00,0.000,0.00
653,3736.,0.1629E-03,0.4488E+05,0.000,0.00,0.000,0.00,0.000,0.00
654,3738.,0.6506E-03,0.1794E+06,0.000,0.00,0.000,0.00,0.000,0.00
655,3741.,0.7779E-03,0.2149E+06,0.000,0.00,0.000,0.00,0.000,0.00
656,3756.,0.1338E-03,0.3726E+05,0.000,0.00,0.000,0.00,0.000,0.00
657,3770.,0.4429E-03,0.1243E+06,0.000,0.00,0.000,0.00,0.000,0.00
658,3773.,0.6774E-03,0.1904E+06,0.000,0.00,0.000,0.00,0.000,0.00
659,3780.,0.3104E-03,0.8756E+05,0.000,0.00,0.000,0.00,0.000,0.00
660,3789.,0.3276E-03,0.9284E+05,0.000,0.00,0.000,0.00,0.000,0.00
661,3796.,0.1536E-03,0.4367E+05,0.000,0.00,0.000,0.00,0.000,0.00
662,3804.,0.1148E-03,0.3277E+05,0.000,0.00,0.000,0.00,0.000,0.00
663,3808.,0.2162E-03,0.6187E+05,0.000,0.00,0.000,0.00,0.000,0.00
664,3814.,0.1261E-03,0.3622E+05,0.000,0.00,0.000,0.00,0.000,0.00
665,3824.,0.5631E-03,0.1625E+06,0.000,0.00,0.000,0.00,0.000,0.00
666,3830.,0.3198E-03,0.9262E+05,0.000,0.00,0.000,0.00,0.000,0.00
667,3837.,0.2535E-03,0.7365E+05,0.000,0.00,0.000,0.00,0.000,0.00
668,3840.,0.4151E-03,0.1208E+06,0.000,0.00,0.000,0.00,0.000,0.00
669,3854.,0.6936E-03,0.2034E+06,0.000,0.00,0.000,0.00,0.000,0.00
670,3865.,0.1093E-03,0.3225E+05,0.000,0.00,0.000,0.00,0.000,0.00
671,3884.,0.1587E-03,0.4725E+05,0.000,0.00,0.000,0.00,0.000,0.00
672,3896.,0.1911E-03,0.5728E+05,0.000,0.00,0.000,0.00,0.000,0.00
673,3908.,0.4437E-03,0.1338E+06,0.000,0.00,0.000,0.00,0.000,0.00
674,3914.,0.2098E-03,0.6344E+05,0.000,0.00,0.000,0.00,0.000,0.00
675,3918.,0.3266E-03,0.9898E+05,0.000,0.00,0.000,0.00,0.000,0.00
676,3929.,0.1404E-03,0.4279E+05,0.000,0.00,0.000,0.00,0.000,0.00
677,3938.,0.1976E-03,0.6048E+05,0.000,0.00,0.000,0.00,0.000,0.00
678,3939.,0.9211E-04,0.2821E+05,0.000,0.00,0.000,0.00,0.000,0.00
679,3954.,0.3809E-03,0.1176E+06,0.000,0.00,0.000,0.00,0.000,0.00
680,3955.,0.8783E-04,0.2711E+05,0.000,0.00,0.000,0.00,0.000,0.00
681,3960.,0.2302E-03,0.7127E+05,0.000,0.00,0.000,0.00,0.000,0.00
682,3968.,0.7513E-04,0.2335E+05,0.000,0.00,0.000,0.00,0.000,0.00
683,3974.,0.1849E-03,0.5761E+05,0.000,0.00,0.000,0.00,0.000,0.00
684,3981.,0.5494E-04,0.1718E+05,0.000,0.00,0.000,0.00,0.000,0.00
685,3983.,0.1048E-03,0.3282E+05,0.000,0.00,0.000,0.00,0.000,0.00
686,3990.,0.1832E-03,0.5757E+05,0.000,0.00,0.000,0.00,0.000,0.00
687,4004.,0.1516E-03,0.4797E+05,0.000,0.00,0.000,0.00,0.000,0.00
688,4011.,0.1741E-03,0.5528E+05,0.000,0.00,0.000,0.00,0.000,0.00
689,4016.,0.1963E-04,6249.,0.000,0.00,0.000,0.00,0.000,0.00
690,4020.,0.1718E-03,0.5480E+05,0.000,0.00,0.000,0.00,0.000,0.00
691,4029.,0.2839E-03,0.9098E+05,0.000,0.00,0.000,0.00,0.000,0.00
692,4032.,0.1631E-03,0.5234E+05,0.000,0.00,0.000,0.00,0.000,0.00
693,4045.,0.2124E-03,0.6862E+05,0.000,0.00,0.000,0.00,0.000,0.00
694,4050.,0.4268E-04,0.1381E+05,0.000,0.00,0.000,0.00,0.000,0.00
695,4060.,0.1972E-02,0.6419E+06,0.000,0.00,0.000,0.00,0.000,0.00
696,4072.,0.5186E-04,0.1697E+05,0.000,0.00,0.000,0.00,0.000,0.00
697,4081.,0.3651E-03,0.1200E+06,0.000,0.00,0.000,0.00,0.000,0.00
698,4090.,0.2652E-03,0.8757E+05,0.000,0.00,0.000,0.00,0.000,0.00
699,4104.,0.4366E-04,0.1452E+05,0.000,0.00,0.000,0.00,0.000,0.00
700,4112.,0.5761E-04,0.1923E+05,0.000,0.00,0.000,0.00,0.000,0.00
701,4120.,0.1710E-04,5731.,0.000,0.00,0.000,0.00,0.000,0.00
702,4126.,0.4882E-04,0.1641E+05,0.000,0.00,0.000,0.00,0.000,0.00
703,4139.,0.2435E-03,0.8233E+05,0.000,0.00,0.000,0.00,0.000,0.00
704,4141.,0.3116E-03,0.1055E+06,0.000,0.00,0.000,0.00,0.000,0.00
705,4144.,0.5861E-04,0.1986E+05,0.000,0.00,0.000,0.00,0.000,0.00
706,4149.,0.1003E-03,0.3410E+05,0.000,0.00,0.000,0.00,0.000,0.00
707,4154.,0.5859E-03,0.1995E+06,0.000,0.00,0.000,0.00,0.000,0.00
708,4159.,0.1253E-03,0.4278E+05,0.000,0.00,0.000,0.00,0.000,0.00
709,4173.,0.1685E-03,0.5792E+05,0.000,0.00,0.000,0.00,0.000,0.00
710,4177.,0.8344E-04,0.2874E+05,0.000,0.00,0.000,0.00,0.000,0.00
711,4181.,0.3884E-03,0.1340E+06,0.000,0.00,0.000,0.00,0.000,0.00
712,4195.,0.1624E-03,0.5642E+05,0.000,0.00,0.000,0.00,0.000,0.00
713,4196.,0.3759E-04,0.1306E+05,0.000,0.00,0.000,0.00,0.000,0.00
714,4197.,0.4631E-03,0.1610E+06,0.000,0.00,0.000,0.00,0.000,0.00
715,4199.,0.6802E-04,0.2367E+05,0.000,0.00,0.000,0.00,0.000,0.00
716,4201.,0.4571E-04,0.1592E+05,0.000,0.00,0.000,0.00,0.000,0.00
717,4205.,0.1866E-03,0.6512E+05,0.000,0.00,0.000,0.00,0.000,0.00
718,4214.,0.1578E-03,0.5530E+05,0.000,0.00,0.000,0.00,0.000,0.00
719,4219.,0.9591E-04,0.3370E+05,0.000,0.00,0.000,0.00,0.000,0.00
720,4232.,0.1258E-03,0.4448E+05,0.000,0.00,0.000,0.00,0.000,0.00
721,4243.,0.1024E-03,0.3640E+05,0.000,0.00,0.000,0.00,0.000,0.00
722,4246.,0.1940E-03,0.6904E+05,0.000,0.00,0.000,0.00,0.000,0.00
723,4248.,0.8362E-04,0.2979E+05,0.000,0.00,0.000,0.00,0.000,0.00
724,4252.,0.1078E-03,0.3847E+05,0.000,0.00,0.000,0.00,0.000,0.00
725,4257.,0.2907E-03,0.1040E+06,0.000,0.00,0.000,0.00,0.000,0.00
726,4262.,0.7052E-04,0.2528E+05,0.000,0.00,0.000,0.00,0.000,0.00
727,4272.,0.2719E-03,0.9796E+05,0.000,0.00,0.000,0.00,0.000,0.00
728,4275.,0.2894E-03,0.1044E+06,0.000,0.00,0.000,0.00,0.000,0.00
729,4285.,0.2297E-03,0.8326E+05,0.000,0.00,0.000,0.00,0.000,0.00
730,4286.,0.2933E-03,0.1064E+06,0.000,0.00,0.000,0.00,0.000,0.00
731,4301.,0.2048E-03,0.7478E+05,0.000,0.00,0.000,0.00,0.000,0.00
732,4307.,0.1385E-03,0.5072E+05,0.000,0.00,0.000,0.00,0.000,0.00
733,4313.,0.7567E-04,0.2779E+05,0.000,0.00,0.000,0.00,0.000,0.00
734,4317.,0.6782E-04,0.2494E+05,0.000,0.00,0.000,0.00,0.000,0.00
735,4334.,0.4502E-03,0.1669E+06,0.000,0.00,0.000,0.00,0.000,0.00
736,4348.,0.6579E-03,0.2455E+06,0.000,0.00,0.000,0.00,0.000,0.00
737,4350.,0.3275E-03,0.1223E+06,0.000,0.00,0.000,0.00,0.000,0.00
738,4359.,0.2526E-03,0.9473E+05,0.000,0.00,0.000,0.00,0.000,0.00
739,4370.,0.5490E-04,0.2069E+05,0.000,0.00,0.000,0.00,0.000,0.00
740,4378.,0.9584E-05,3626.,0.000,0.00,0.000,0.00,0.000,0.00
741,4388.,0.1567E-03,0.5953E+05,0.000,0.00,0.000,0.00,0.000,0.00
742,4401.,0.1457E-03,0.5570E+05,0.000,0.00,0.000,0.00,0.000,0.00
743,4410.,0.2538E-03,0.9746E+05,0.000,0.00,0.000,0.00,0.000,0.00
744,4419.,0.9539E-04,0.3677E+05,0.000,0.00,0.000,0.00,0.000,0.00
745,4422.,0.1702E-03,0.6571E+05,0.000,0.00,0.000,0.00,0.000,0.00
746,4433.,0.5558E-04,0.2156E+05,0.000,0.00,0.000,0.00,0.000,0.00
747,4444.,0.1268E-03,0.4944E+05,0.000,0.00,0.000,0.00,0.000,0.00
748,4448.,0.7106E-04,0.2775E+05,0.000,0.00,0.000,0.00,0.000,0.00
749,4461.,0.4727E-03,0.1857E+06,0.000,0.00,0.000,0.00,0.000,0.00
750,4465.,0.1696E-03,0.6674E+05,0.000,0.00,0.000,0.00,0.000,0.00
751,4470.,0.1332E-03,0.5252E+05,0.000,0.00,0.000,0.00,0.000,0.00
752,4480.,0.1270E-03,0.5031E+05,0.000,0.00,0.000,0.00,0.000,0.00
753,4482.,0.7083E-04,0.2809E+05,0.000,0.00,0.000,0.00,0.000,0.00
754,4493.,0.4969E-04,0.1980E+05,0.000,0.00,0.000,0.00,0.000,0.00
755,4501.,0.1394E-03,0.5575E+05,0.000,0.00,0.000,0.00,0.000,0.00
756,4505.,0.1364E-03,0.5463E+05,0.000,0.00,0.000,0.00,0.000,0.00
757,4510.,0.4117E-04,0.1653E+05,0.000,0.00,0.000,0.00,0.000,0.00
758,4525.,0.1117E-03,0.4515E+05,0.000,0.00,0.000,0.00,0.000,0.00
759,4548.,0.7847E-04,0.3203E+05,0.000,0.00,0.000,0.00,0.000,0.00
760,4552.,0.1695E-03,0.6932E+05,0.000,0.00,0.000,0.00,0.000,0.00
761,4559.,0.3736E-03,0.1533E+06,0.000,0.00,0.000,0.00,0.000,0.00
762,4565.,0.4376E-03,0.1800E+06,0.000,0.00,0.000,0.00,0.000,0.00
763,4570.,0.9667E-03,0.3985E+06,0.000,0.00,0.000,0.00,0.000,0.00
764,4573.,0.4388E-03,0.1811E+06,0.000,0.00,0.000,0.00,0.000,0.00
765,4574.,0.1211E-03,0.5003E+05,0.000,0.00,0.000,0.00,0.000,0.00
766,4584.,0.6090E-04,0.2526E+05,0.000,0.00,0.000,0.00,0.000,0.00
767,4594.,0.3050E-03,0.1271E+06,0.000,0.00,0.000,0.00,0.000,0.00
768,4612.,0.1922E-03,0.8071E+05,0.000,0.00,0.000,0.00,0.000,0.00
769,4625.,0.7153E-03,0.3020E+06,0.000,0.00,0.000,0.00,0.000,0.00
770,4634.,0.1193E-03,0.5058E+05,0.000,0.00,0.000,0.00,0.000,0.00
771,4641.,0.5953E-03,0.2531E+06,0.000,0.00,0.000,0.00,0.000,0.00
772,4647.,0.9048E-04,0.3857E+05,0.000,0.00,0.000,0.00,0.000,0.00
773,4651.,0.1340E-03,0.5720E+05,0.000,0.00,0.000,0.00,0.000,0.00
774,4653.,0.2167E-03,0.9258E+05,0.000,0.00,0.000,0.00,0.000,0.00
775,4655.,0.2720E-04,0.1163E+05,0.000,0.00,0.000,0.00,0.000,0.00
776,4673.,0.1977E-04,8518.,0.000,0.00,0.000,0.00,0.000,0.00
777,4674.,0.5978E-04,0.2578E+05,0.000,0.00,0.000,0.00,0.000,0.00
778,4676.,0.6804E-04,0.2936E+05,0.000,0.00,0.000,0.00,0.000,0.00
779,4680.,0.1118E-03,0.4834E+05,0.000,0.00,0.000,0.00,0.000,0.00
780,4682.,0.1446E-03,0.6258E+05,0.000,0.00,0.000,0.00,0.000,0.00
781,4685.,0.7742E-04,0.3355E+05,0.000,0.00,0.000,0.00,0.000,0.00
782,4693.,0.8359E-04,0.3634E+05,0.000,0.00,0.000,0.00,0.000,0.00
783,4701.,0.1004E-03,0.4380E+05,0.000,0.00,0.000,0.00,0.000,0.00
784,4707.,0.9411E-04,0.4116E+05,0.000,0.00,0.000,0.00,0.000,0.00
785,4711.,0.5460E-04,0.2392E+05,0.000,0.00,0.000,0.00,0.000,0.00
786,4715.,0.4661E-03,0.2045E+06,0.000,0.00,0.000,0.00,0.000,0.00
787,4718.,0.4077E-04,0.1791E+05,0.000,0.00,0.000,0.00,0.000,0.00
788,4724.,0.1730E-03,0.7619E+05,0.000,0.00,0.000,0.00,0.000,0.00
789,4727.,0.9653E-03,0.4258E+06,0.000,0.00,0.000,0.00,0.000,0.00
790,4729.,0.9161E-03,0.4045E+06,0.000,0.00,0.000,0.00,0.000,0.00
791,4732.,0.7001E-04,0.3095E+05,0.000,0.00,0.000,0.00,0.000,0.00
792,4736.,0.2070E-04,9163.,0.000,0.00,0.000,0.00,0.000,0.00
793,4747.,0.4748E-03,0.2112E+06,0.000,0.00,0.000,0.00,0.000,0.00
794,4761.,0.4593E-04,0.2055E+05,0.000,0.00,0.000,0.00,0.000,0.00
795,4768.,0.8972E-05,4026.,0.000,0.00,0.000,0.00,0.000,0.00
796,4784.,0.2275E-04,0.1028E+05,0.000,0.00,0.000,0.00,0.000,0.00
797,4787.,0.4153E-04,0.1878E+05,0.000,0.00,0.000,0.00,0.000,0.00
798,4794.,0.4001E-04,0.1815E+05,0.000,0.00,0.000,0.00,0.000,0.00
799,4799.,0.2090E-03,0.9501E+05,0.000,0.00,0.000,0.00,0.000,0.00
800,4806.,0.1271E-04,5796.,0.000,0.00,0.000,0.00,0.000,0.00
801,4821.,0.1425E-04,6535.,0.000,0.00,0.000,0.00,0.000,0.00
802,4833.,0.4730E-04,0.2181E+05,0.000,0.00,0.000,0.00,0.000,0.00
803,4838.,0.1475E-03,0.6817E+05,0.000,0.00,0.000,0.00,0.000,0.00
804,4850.,0.1996E-04,9267.,0.000,0.00,0.000,0.00,0.000,0.00
805,4858.,0.1069E-03,0.4978E+05,0.000,0.00,0.000,0.00,0.000,0.00
806,4864.,0.9186E-04,0.4290E+05,0.000,0.00,0.000,0.00,0.000,0.00
807,4868.,0.1581E-04,7394.,0.000,0.00,0.000,0.00,0.000,0.00
808,4879.,0.1947E-05,914.9,0.000,0.00,0.000,0.00,0.000,0.00
809,4897.,0.2819E-04,0.1334E+05,0.000,0.00,0.000,0.00,0.000,0.00
810,4905.,0.2345E-04,0.1114E+05,0.000,0.00,0.000,0.00,0.000,0.00
811,4914.,0.7313E-03,0.3486E+06,0.000,0.00,0.000,0.00,0.000,0.00
812,4916.,0.1384E-03,0.6605E+05,0.000,0.00,0.000,0.00,0.000,0.00
813,4923.,0.5722E-04,0.2738E+05,0.000,0.00,0.000,0.00,0.000,0.00
814,4931.,0.2131E-04,0.1023E+05,0.000,0.00,0.000,0.00,0.000,0.00
815,4933.,0.1438E-03,0.6906E+05,0.000,0.00,0.000,0.00,0.000,0.00
816,4936.,0.1022E-03,0.4917E+05,0.000,0.00,0.000,0.00,0.000,0.00
817,4938.,0.8954E-04,0.4310E+05,0.000,0.00,0.000,0.00,0.000,0.00
818,4946.,0.1769E-03,0.8543E+05,0.000,0.00,0.000,0.00,0.000,0.00
819,4955.,0.7351E-04,0.3563E+05,0.000,0.00,0.000,0.00,0.000,0.00
820,4962.,0.1034E-03,0.5025E+05,0.000,0.00,0.000,0.00,0.000,0.00
821,4970.,0.1107E-04,5400.,0.000,0.00,0.000,0.00,0.000,0.00
822,4976.,0.2605E-03,0.1273E+06,0.000,0.00,0.000,0.00,0.000,0.00
823,4983.,0.1071E-03,0.5250E+05,0.000,0.00,0.000,0.00,0.000,0.00
824,4987.,0.5027E-04,0.2468E+05,0.000,0.00,0.000,0.00,0.000,0.00
825,4991.,0.5847E-04,0.2876E+05,0.000,0.00,0.000,0.00,0.000,0.00
826,4994.,0.7506E-04,0.3695E+05,0.000,0.00,0.000,0.00,0.000,0.00
827,5004.,0.4748E-04,0.2347E+05,0.000,0.00,0.000,0.00,0.000,0.00
828,5006.,0.9826E-04,0.4860E+05,0.000,0.00,0.000,0.00,0.000,0.00
829,5011.,0.2522E-03,0.1250E+06,0.000,0.00,0.000,0.00,0.000,0.00
830,5022.,0.6616E-04,0.3294E+05,0.000,0.00,0.000,0.00,0.000,0.00
831,5032.,0.1879E-03,0.9392E+05,0.000,0.00,0.000,0.00,0.000,0.00
832,5048.,0.3105E-04,0.1562E+05,0.000,0.00,0.000,0.00,0.000,0.00
833,5052.,0.9894E-05,4984.,0.000,0.00,0.000,0.00,0.000,0.00
834,5054.,0.6409E-04,0.3231E+05,0.000,0.00,0.000,0.00,0.000,0.00
835,5064.,0.1892E-04,9576.,0.000,0.00,0.000,0.00,0.000,0.00
836,5068.,0.9969E-04,0.5055E+05,0.000,0.00,0.000,0.00,0.000,0.00
837,5077.,0.1812E-03,0.9217E+05,0.000,0.00,0.000,0.00,0.000,0.00
838,5083.,0.1822E-04,9294.,0.000,0.00,0.000,0.00,0.000,0.00
839,5088.,0.7896E-04,0.4035E+05,0.000,0.00,0.000,0.00,0.000,0.00
840,5105.,0.5272E-04,0.2712E+05,0.000,0.00,0.000,0.00,0.000,0.00
841,5108.,0.3416E-03,0.1759E+06,0.000,0.00,0.000,0.00,0.000,0.00
842,5115.,0.4961E-04,0.2562E+05,0.000,0.00,0.000,0.00,0.000,0.00
843,5118.,0.1287E-03,0.6654E+05,0.000,0.00,0.000,0.00,0.000,0.00
844,5122.,0.3327E-04,0.1723E+05,0.000,0.00,0.000,0.00,0.000,0.00
845,5146.,0.6188E-04,0.3234E+05,0.000,0.00,0.000,0.00,0.000,0.00
846,5151.,0.5423E-04,0.2840E+05,0.000,0.00,0.000,0.00,0.000,0.00
847,5157.,0.7335E-04,0.3850E+05,0.000,0.00,0.000,0.00,0.000,0.00
848,5165.,0.7913E-04,0.4166E+05,0.000,0.00,0.000,0.00,0.000,0.00
849,5168.,0.8444E-04,0.4452E+05,0.000,0.00,0.000,0.00,0.000,0.00
850,5175.,0.5251E-04,0.2776E+05,0.000,0.00,0.000,0.00,0.000,0.00
851,5175.,0.2872E-03,0.1519E+06,0.000,0.00,0.000,0.00,0.000,0.00
852,5179.,0.6789E-04,0.3595E+05,0.000,0.00,0.000,0.00,0.000,0.00
853,5184.,0.4591E-04,0.2435E+05,0.000,0.00,0.000,0.00,0.000,0.00
854,5187.,0.1987E-03,0.1055E+06,0.000,0.00,0.000,0.00,0.000,0.00
855,5192.,0.7974E-04,0.4244E+05,0.000,0.00,0.000,0.00,0.000,0.00
856,5195.,0.7504E-04,0.3998E+05,0.000,0.00,0.000,0.00,0.000,0.00
857,5195.,0.2199E-03,0.1172E+06,0.000,0.00,0.000,0.00,0.000,0.00
858,5201.,0.1381E-03,0.7373E+05,0.000,0.00,0.000,0.00,0.000,0.00
859,5211.,0.1427E-04,7649.,0.000,0.00,0.000,0.00,0.000,0.00
860,5221.,0.2063E-03,0.1110E+06,0.000,0.00,0.000,0.00,0.000,0.00
861,5224.,0.9935E-04,0.5352E+05,0.000,0.00,0.000,0.00,0.000,0.00
862,5227.,0.1231E-03,0.6642E+05,0.000,0.00,0.000,0.00,0.000,0.00
863,5239.,0.2326E-03,0.1260E+06,0.000,0.00,0.000,0.00,0.000,0.00
864,5246.,0.1794E-03,0.9748E+05,0.000,0.00,0.000,0.00,0.000,0.00
865,5253.,0.7022E-04,0.3825E+05,0.000,0.00,0.000,0.00,0.000,0.00
866,5259.,0.1271E-03,0.6939E+05,0.000,0.00,0.000,0.00,0.000,0.00
867,5260.,0.5031E-03,0.2747E+06,0.000,0.00,0.000,0.00,0.000,0.00
868,5276.,0.3531E-04,0.1940E+05,0.000,0.00,0.000,0.00,0.000,0.00
869,5285.,0.2301E-04,0.1269E+05,0.000,0.00,0.000,0.00,0.000,0.00
870,5290.,0.3722E-03,0.2056E+06,0.000,0.00,0.000,0.00,0.000,0.00
871,5295.,0.3236E-03,0.1790E+06,0.000,0.00,0.000,0.00,0.000,0.00
872,5300.,0.1919E-03,0.1064E+06,0.000,0.00,0.000,0.00,0.000,0.00
873,5312.,0.1113E-03,0.6200E+05,0.000,0.00,0.000,0.00,0.000,0.00
874,5315.,0.7991E-05,4456.,0.000,0.00,0.000,0.00,0.000,0.00
875,5331.,0.4481E-04,0.2514E+05,0.000,0.00,0.000,0.00,0.000,0.00
876,5339.,0.5125E-04,0.2884E+05,0.000,0.00,0.000,0.00,0.000,0.00
877,5344.,0.6598E-04,0.3720E+05,0.000,0.00,0.000,0.00,0.000,0.00
878,5349.,0.1695E-04,9576.,0.000,0.00,0.000,0.00,0.000,0.00
879,5361.,0.1549E-04,8786.,0.000,0.00,0.000,0.00,0.000,0.00
880,5369.,0.1314E-03,0.7476E+05,0.000,0.00,0.000,0.00,0.000,0.00
881,5376.,0.2240E-04,0.1278E+05,0.000,0.00,0.000,0.00,0.000,0.00
882,5386.,0.5202E-04,0.2979E+05,0.000,0.00,0.000,0.00,0.000,0.00
883,5389.,0.1329E-03,0.7619E+05,0.000,0.00,0.000,0.00,0.000,0.00
884,5397.,0.1663E-03,0.9561E+05,0.000,0.00,0.000,0.00,0.000,0.00
885,5402.,0.2000E-03,0.1152E+06,0.000,0.00,0.000,0.00,0.000,0.00
886,5405.,0.1572E-03,0.9066E+05,0.000,0.00,0.000,0.00,0.000,0.00
887,5410.,0.2192E-03,0.1267E+06,0.000,0.00,0.000,0.00,0.000,0.00
888,5412.,0.1718E-03,0.9931E+05,0.000,0.00,0.000,0.00,0.000,0.00
889,5422.,0.6709E-04,0.3894E+05,0.000,0.00,0.000,0.00,0.000,0.00
890,5438.,0.8799E-04,0.5136E+05,0.000,0.00,0.000,0.00,0.000,0.00
891,5443.,0.3607E-03,0.2109E+06,0.000,0.00,0.000,0.00,0.000,0.00
892,5445.,0.1227E-03,0.7182E+05,0.000,0.00,0.000,0.00,0.000,0.00
893,5447.,0.1735E-03,0.1016E+06,0.000,0.00,0.000,0.00,0.000,0.00
894,5475.,0.8022E-04,0.4746E+05,0.000,0.00,0.000,0.00,0.000,0.00
895,5479.,0.6562E-04,0.3889E+05,0.000,0.00,0.000,0.00,0.000,0.00
896,5495.,0.8501E-04,0.5067E+05,0.000,0.00,0.000,0.00,0.000,0.00
897,5498.,0.9591E-04,0.5724E+05,0.000,0.00,0.000,0.00,0.000,0.00
898,5505.,0.1581E-04,9460.,0.000,0.00,0.000,0.00,0.000,0.00
899,5517.,0.9091E-03,0.5462E+06,0.000,0.00,0.000,0.00,0.000,0.00
900,5523.,0.1568E-03,0.9437E+05,0.000,0.00,0.000,0.00,0.000,0.00
901,5542.,0.5964E-04,0.3615E+05,0.000,0.00,0.000,0.00,0.000,0.00
902,5551.,0.3185E-03,0.1937E+06,0.000,0.00,0.000,0.00,0.000,0.00
903,5556.,0.4852E-04,0.2956E+05,0.000,0.00,0.000,0.00,0.000,0.00
904,5566.,0.1705E-03,0.1043E+06,0.000,0.00,0.000,0.00,0.000,0.00
905,5570.,0.1792E-03,0.1097E+06,0.000,0.00,0.000,0.00,0.000,0.00
906,5572.,0.1671E-03,0.1024E+06,0.000,0.00,0.000,0.00,0.000,0.00
907,5598.,0.1374E-03,0.8503E+05,0.000,0.00,0.000,0.00,0.000,0.00
908,5603.,0.1664E-03,0.1031E+06,0.000,0.00,0.000,0.00,0.000,0.00
909,5610.,0.7458E-04,0.4633E+05,0.000,0.00,0.000,0.00,0.000,0.00
910,5613.,0.2849E-04,0.1772E+05,0.000,0.00,0.000,0.00,0.000,0.00
911,5619.,0.1052E-03,0.6554E+05,0.000,0.00,0.000,0.00,0.000,0.00
912,5621.,0.4343E-04,0.2708E+05,0.000,0.00,0.000,0.00,0.000,0.00
913,5627.,0.4117E-04,0.2573E+05,0.000,0.00,0.000,0.00,0.000,0.00
914,5630.,0.2278E-03,0.1425E+06,0.000,0.00,0.000,0.00,0.000,0.00
915,5634.,0.1326E-03,0.8308E+05,0.000,0.00,0.000,0.00,0.000,0.00
916,5641.,0.6716E-04,0.4218E+05,0.000,0.00,0.000,0.00,0.000,0.00
917,5648.,0.1028E-03,0.6470E+05,0.000,0.00,0.000,0.00,0.000,0.00
918,5658.,0.5803E-04,0.3667E+05,0.000,0.00,0.000,0.00,0.000,0.00
919,5667.,0.5367E-04,0.3402E+05,0.000,0.00,0.000,0.00,0.000,0.00
920,5676.,0.1478E-04,9398.,0.000,0.00,0.000,0.00,0.000,0.00
921,5683.,0.7010E-04,0.4468E+05,0.000,0.00,0.000,0.00,0.000,0.00
922,5688.,0.3514E-03,0.2244E+06,0.000,0.00,0.000,0.00,0.000,0.00
923,5694.,0.2765E-04,0.1770E+05,0.000,0.00,0.000,0.00,0.000,0.00
924,5706.,0.3226E-03,0.2073E+06,0.000,0.00,0.000,0.00,0.000,0.00
925,5712.,0.3206E-04,0.2065E+05,0.000,0.00,0.000,0.00,0.000,0.00
926,5717.,0.9360E-04,0.6038E+05,0.000,0.00,0.000,0.00,0.000,0.00
927,5724.,0.4856E-04,0.3141E+05,0.000,0.00,0.000,0.00,0.000,0.00
928,5737.,0.9340E-04,0.6068E+05,0.000,0.00,0.000,0.00,0.000,0.00
929,5741.,0.1979E-04,0.1287E+05,0.000,0.00,0.000,0.00,0.000,0.00
930,5751.,0.7558E-05,4935.,0.000,0.00,0.000,0.00,0.000,0.00
931,5756.,0.5967E-04,0.3903E+05,0.000,0.00,0.000,0.00,0.000,0.00
932,5766.,0.6750E-04,0.4430E+05,0.000,0.00,0.000,0.00,0.000,0.00
933,5782.,0.4662E-04,0.3076E+05,0.000,0.00,0.000,0.00,0.000,0.00
934,5784.,0.1053E-04,6955.,0.000,0.00,0.000,0.00,0.000,0.00
935,5790.,0.1359E-03,0.8993E+05,0.000,0.00,0.000,0.00,0.000,0.00
